Fecha,Hora Local,Magnitud,Profundidad en km,Localizacion,Origen,Reportado,Latitud,Longitud
2022-05-05,23:47:00,1.7,7,Centro de Moravia,Tectonico por falla local.,"Moravia, Guadalupe y Tibas",9.9654,-84.0461
2022-05-02,12:24:00,4.8,15,37 km al Suroeste de Dominical,Tectonico por Subduccion,Zona Sur y Valle Central,8.9265,-84.0393
2022-05-02,14:20:00,2.4,4,5 km Nor Oeste de San Isidro de Heredia,Fallamiento Local,"Heredia, Goicoechea",10.0607,-84.043
2022-04-28,18:14:00,4.3,25,5.3km hacia el noreste de Puerto Armuelles,Fallamiento en la zona de fractura de PanamÃ¡,"Puerto Armuelles, Laurel,",8.3031,-82.8212
2022-04-26,14:24:00,3,4,6.7km hacia el sureste de Ciudad ColÃ³n,Fallamiento local,Fuerte en San JosÃ©,9.8999,-84.1811
2022-04-25,20:41:00,3,4,"5.8km hacia el noroeste de San Gerardo de Rivas, PÃ©rez ZeledÃ³n.",Fallamiento local,Perez Zeledon,9.5009,-83.6384
2022-04-21,01:42:00,6.8,25,"120 km al suroeste de Managua, Nicaragua",SubducciÃ³n,"Guanacaste, Puntarenas, Valle Central, PÃ©rez ZeledÃ³n, TilarÃ¡n, SarapiquÃ­",11.7229,-87.3799
2022-04-20,16:52:00,4.4,22,9 km al noroeste de Punta Burica,Intra Placa Coco,"Punta Burica, Puerto Armuelle, PÃ©rez ZeledÃ³n, Alajuela",8.0999,-82.9727
2022-04-20,17:26:00,5,22,12 km al noroeste de Punta Burica,Intra Placa Coco,"Zona Sur, Valle Central",8.1071,-82.9594
2022-04-17,10:48:00,2.2,0,0.5 km al Norte del crÃ¡ter principal del volcÃ¡n Turrialba.,Volcano-tectÃ³nico,Alrededores del volcÃ¡n Turrialba.,10.0233,-83.7631
2022-04-14,23:48:00,3,25,2 km al Sur de Playa San Juanillo,TectÃ³nico por subducciÃ³n,"San Juanillo, Ostional, Nosara, Santa Cruz, Nambi y Nicoya.",10.0118,-85.7425
2022-04-12,08:05:00,4.5,15,20 km Sur Este de Siquirres,Fallamiento Local,"LimÃ³n, GuÃ¡piles, PÃ©rez ZeledÃ³n, Siquirres, Turrialba, leve en Valle Central.",9.9226,-83.448
2022-04-11,00:13:00,2.8,4,7 km al NE de San Isidro de PÃ©rez ZeledÃ³n,TectÃ³nico por falla local.,San Isidro y Rivas de PÃ©rez ZeledÃ³n,9.4367,-83.6905
2022-04-08,23:55:00,2,3,3 km al SW de Orosi,TectÃ³nico por falla local.,"Orosi, Palomo y Paraiso",9.7654,-83.8546
2022-04-02,01:20:00,4.1,22,16 km al este de Playa Montezuma,Subduccion,"CÃ³bano, Montezuma, jacÃ³,Puntarenas, Aguas Zarcas, Poas de Alajuela",9.6572,-84.9154
2022-03-30,17:12:00,4.2,19,16 km al suroeste de Playa Esterillos,Subduccion,"Puntarenas, Playa Hermosa, JacÃ³, Herradura, San JosÃ©, Desamparados, Alajuela, La GuÃ¡cima, San RamÃ³n, Heredia, San Pablo, San Isidro, Cartago",9.4273,-84.6105
2022-03-25,13:34:00,4.9,20,20 km Este de Ciudad Neily,SubducciÃ³n,Zona Sur,8.6257,-82.7667
2022-03-24,01:03:00,3.6,49,13 Km Nor Noroeste de Quepos,SubducciÃ³n,Valle Central,9.5363,-84.1923
2022-03-23,07:46:00,3.2,20,1 km Sur Este de Playa Tambor,SubduciÃ³n,CÃ³bano,9.7369,-85.0035
2022-03-20,23:17:00,5,36,67 km Oeste de Tamarindo. Guanacaste,SubducciÃ³n,Guanacaste,10.3419,-86.4604
2022-03-19,07:51:00,3,10,6 km al Noroeste de Nuevo Arenal,TectÃ³nico por falla local.,Fuerte en Nuevo Arenal,10.5815,-84.9363
2022-03-12,00:47:00,2.7,11,5 km al Noroeste de La Suiza de Turrialba,TectÃ³nico por falla local.,La Suiza y Atirro de Turrialba,9.8855,-83.6425
2022-03-10,19:01:51,4.3,40,"La Mona de Golfito, Puntarenas",DeformaciÃ³n Placa Coco,"Ciudad Neilly, Golfito, RÃ­o Claro, Coto Brus, Puerto JimÃ©nez",8.5963,-83.0976
2022-03-07,19:01:00,2.3,4,5 km al suroeste de Tobosi de Cartago,Fallamiento local,"Quebradilla, AserrÃ­, Desamparados",9.797,-84.0129
2022-03-05,07:11:00,1.9,4,1.5 km norte de la Basilica de Cartago.,Fallamiento Local,San Blas de Cartago,9.8788,-83.9119
2022-03-05,16:43:00,4.3,28,64 km Nor Este de Sixaola. LimÃ³n,Intraplaca Caribe,Sixaola,9.9193,-82.2028
2022-02-25,05:17:00,2.2,4.5,"3.8 km hacia el suroeste de Cot, Oreamuno.",Fallamiento local,Leve-moderado Cartago.,9.8705,-83.9007
2022-02-25,14:42:00,2.4,4.3,2.3 km hacia el suroeste de Tierra Blanca,Fallamiento local,Cartago,9.8986,-83.9078
2022-02-24,03:52:00,3.4,8,4 Km Oeste SurOeste de Paquita. Quepos,Fallamiento Local,Paquita de Quepos,9.4353,-84.2147
2022-02-24,17:57:00,3.5,2.4,2.6 km hacia el noreste de Cartago,Fallamiento local,Muy fuerte en Cartago,9.8719,-83.8972
2022-02-24,18:29:00,3,4.6,"3.2 km hacia el suroeste de Cot, Oreamuno.",Fallamiento local,Fuerte en Cartago,9.8818,-83.9016
2022-02-24,21:58:41,2.14,6,Cervantes de Cartago,Fallamiento local,Cartago,9.8859,-83.8138
2022-02-21,06:42:00,2,4,Ciudad de Cartago. Al Norte de la BasÃ­lica,Fallamiento Local,Cartago,9.87,-83.9134
2022-02-20,09:12:00,4.5,24,18 km al noreste de San Vito,Fallamiento local,"San Vito, Ciudad Neily, RÃ­o Claro, PÃ©rez ZeledÃ³n, Cartago",8.9391,-82.8547
2022-02-19,19:40:40,3.5,12,"1.8 km NE de Vara de Roble, El Guarco, Cartago",Fallamiento local,"San JosÃ©, Alajuelita, Desamparados, AserrÃ­, Zapote, Sabanilla, Curridabat, Ciudad ColÃ³n, Santa Ana, EscazÃº, Cartago, Tres RÃ­os, Paraiso, Tobosi, Turrialba, Pacayas, Guapiles",9.7482,-83.9447
2022-02-18,02:57:00,2.5,3,2 km hacia el noreste de Cartago,Fallamiento local,Moderado en Cartago,9.8809,-83.9104
2022-02-16,22:01:00,4.3,142,"35 km al noroeste de PeÃ±as Blancas, Nicaragua",SubducciÃ³n,"MansiÃ³n, Nosara, Flamingo,Brasilito,La Cruz",11.353,-85.9187
2022-02-13,20:55:00,2.3,3,5 km Norte de PÃ©rez ZeledÃ³n,Fallamiento Local,PÃ©rez ZeledÃ³n,9.4141,-83.7092
2022-02-08,13:11:00,2,4,5 km Sur Oeste de RÃ­o Macho. Cartago,Fallamiento Local,RÃ­o Macho,9.7427,-83.8774
2022-02-08,15:11:00,1.7,5,5 km Sur Oeste de RÃ­o Macho. Cartago,Fallamiento Local,RÃ­o Macho,9.7446,-83.8732
2022-02-06,13:22:00,3.3,16,4 km al Sur de Matina,TectÃ³nico por contacto entre las placas del Caribe y PanamÃ¡.,Liverpool y Zent,10.0403,-83.2949
2022-02-05,02:04:00,1.6,8,Hatillo 6,TectÃ³nico por falla local.,"Hatillo, San Antonio de EscazÃº EscazÃº y Alajuelita",9.9166,-84.1095
2022-02-04,15:24:00,5.2,27,16 km hacia el suroeste de Pavones,TectÃ³nico por subducciÃ³n,Fuerte en la zona Sur y leve en el valle Central,8.2792,-83.2249
2022-01-27,00:04:00,4.5,85,5 km al suroeste de Vara Blanca,Deformacion interna de la placa del Coco,"San JosÃ©, Cartago, Alajuela, PoÃ¡s, Palmares, San RamÃ³n, Grecia, Atenas, SarchÃ­, Naranjo, Hojancha, Jicaral",10.1273,-84.1832
2022-01-23,10:28:00,2.3,9,3 km Nor Oeste de Turrialba,Fallamiento Local,La Suiza y Turrialba,9.924,-83.7024
2022-01-18,00:26:00,4,45,10 km al Noreste de Quepos,TectÃ³nico por deformaciÃ³n interna de la placa del Coco,RegiÃ³n sur del Valle Central,9.4853,-84.0965
2022-01-13,13:33:00,4.8,17,30 km hacia el suroeste de JacÃ³.,TectÃ³nico por SubducciÃ³n,"Jaco, Jicaral, Guancaste, Paquera, SÃ¡mara,  Alajuela,  Orotina, Nicoya, Monte Verde, Paquera, Abangares, CÃ³bano, Montezuma.",9.4933,-84.883
2022-01-07,16:47:51,2.3,3,"4 km SE de Tejar del Guarco, Cartago",Fallamiento local,Cartago Centro,9.8095,-83.9374
2022-01-06,10:25:00,6.2,28,102 km al suroeste de LeÃ³n Nicaragua,SubducciÃ³n,"Guanacaste, Alajuela, San RamÃ³n, Palmares, SarchÃ­, Upala, Atenas, Monteverde, Naranjo, TilarÃ¡n, San JosÃ©, Heredia, Cartago, Puntarenas",11.9902,-87.7453
2022-01-04,07:05:00,3.3,10,8 KM al Sureste de Orosi,TectÃ³nico por falla local.,"Orosi, Paraiso, Coronado, Juan ViÃ±as, y Cartago",9.7344,-83.7882
2022-01-01,20:25:00,4.6,18,50 km Sur Oeste de Quepos,TectÃ³nico por subducciÃ³n,"PÃ©rez ZeledÃ³n, Quepos  y Valle Central",8.9818,-84.2439
2023-12-29,07:47:21,3.1,6.6,"Cercanías de Bajo Gamboa de León Cortes, San José",Fallamiento local,"Frailes, Desamparados, San Marcos, Bajo los Gamboa. Bajo Corralillo,",9.7328,-84.0481
2023-12-18,18:36:00,4.5,9,1.8 km al suoeste de Frailes,Tectónico por falla local,"Valle Central, Los Santods, San Isidro de Peréz Zeledon, Quepos, Puntarenas, Turrial",9.7366,-84.0587
2023-12-18,18:47:00,2.34,8,0.5 km al noreste de Frailes de Frailes,Tectónico por falla local,"Cartago, Tucurrique, Coronado y Pavas",9.7545,-84.0535
2023-12-18,18:48:00,2.15,8,2 km al sur de Frailes de Frailes,Tectónico por falla local,"Cartago, Desamparados",9.7301,-84.0536
2023-12-18,18:57:00,2.2,10.5,2 km al sur de Frailes de Frailes,Tectónico por falla local,"Cartago, Tucurrique, Coronado, Pavas",9.7341,-84.0538
2023-12-18,19:12:00,2.2,4.5,2.5 km al suroeste de Frailes de Frailes,Tectónico por falla local,Los Santos,9.731,-84.0633
2023-12-18,21:25:00,2.6,8,3 km al suroeste de Frailes de Frailes,Tectónico por falla local,"Los Santos, Desamparados",9.731,-84.0633
2023-12-17,16:21:00,1.8,4,300 metros Sur Oeste del Liceo de Calle Fallas. Desamparados,Tectónico por Fallamiento Local,"Desamparados, San Fco de dos Ríos, Paso Ancho",9.8895,-84.0736
2023-12-14,16:54:00,3.3,15,10 km NorOeste de Pérez Zeledón,Tectónico por Fallamiento Local,Pérez Zeledón,9.3904,-83.7907
2023-12-13,21:13:00,3.7,29,10 Km Norte de Quepos,Tectónico por Subducción,"Quepos, Valle Central, Zona de Los Santos, Cerro de la Muerte y Pérez Zeledón",9.5175,-84.152
2023-12-10,06:03:00,4.1,38,6 km al SW de Punta Uvita,Tectónico por deformación interna de la placa del Coco,"Dominical, San Isidro de Pérez Zeledón y Bahía Drake",9.1847,-83.8836
2023-12-07,21:43:00,4.2,56,9 km Norte de Río Claro de Golfito,Intraplaca Nazca,San Vito y Río Claro,8.7558,-83.0499
2023-12-05,18:35:00,1.5,5,7 km Sur Suroeste de Santa Elena. Monteverde,Fallamiento Local,Monteverde y la Sierra de Abangares,10.259,-84.8535
2023-11-28,21:45:00,3.3,8,6 km al noroeste de San Pablo de León Cortés,Fallamiento local,"Desamparados, Aserrí, Santa Ana, El Guarco, Los Santos, Tarrazú, Cartago",9.7357,-84.0547
2023-11-27,06:35:00,4.1,28,9 km al Suroeste de San Isisdro de Pérez Zeledón,Tectónico por subducción,Miravalles y San Isisdro de Pérez Zeledón,9.2954,-83.7364
2023-11-27,20:27:00,4.6,30,20 km al este de Punta Burica,Zona de Fracturas de Panamá,Puerto Armuelles y San Vito,8.0394,-82.7002
2023-11-23,21:06:00,4,4,16 km al Noroeste de San Isidro de El General,Tectónico en falla local,"Páramo, Villa Mils, Buena Vista, Villa Ligia, Morazán, San Isidro, Palmares, Quebradas, Paraiso y Quepos.",9.5097,-83.749
2023-11-18,00:42:00,3.9,13,8 km al suroeste de Esterillos Oeste,Tectónico por subducción,Jacó y Herradura,9.4447,-84.5659
2023-11-18,22:44:00,2.1,5,1.5 km al Sureste de Ciudad Colón.,Tectónico por falla local,"Ciudad Colón, Santa Ana, Lindora, Río Oro, Valle del Sol, Guachipelín, Piedades, Belén y Birrí,",9.9058,-84.2328
2023-11-16,04:49:00,3.4,8,1.5 km al Sur de Frailes de Desamparados,Tectónico en falla local,"Desamparados, Los Santos, Cartago, Aserrí, San José, Escazú, Santa Ana",9.7367,-84.0521
2023-11-16,22:22:00,2.4,4,5 km al noroeste de San Pablo de León Cortés,Fallamiento local,Aserrí y Río Conejo de los Santos,9.7314,-84.0513
2023-11-16,22:29:00,2.4,6,5 km al noroeste de San Pablo de León Cortés,Fallamiento local,Aserrí y Río Conejo de los Santos,9.7325,-84.0522
2023-11-14,13:01:00,3.8,110,7 km al sureste de Pozo Azul de Sarapiquí,Deformación interna de la placa del Coco,"Esparza, Palmares",10.2649,-84.1278
2023-11-09,03:02:00,2.2,6,2 km Sur Sureste de Colón de San Carlos. Alajuela,Tectónico por Fallamiento Local,Colón y Ciudad Quesada,10.2862,-84.4013
2023-11-06,02:53:00,2.8,11,3 km al sureste de San Gabriel de Aserrí,Fallamiento local,"Aserrí, Desamparados, Santa Ana,Escazú, Alajuelita, Goicoechea, El Guarco",9.7752,-84.0776
2023-11-04,15:48:00,3.4,8,17 km al Noreste de San Isidro de Pérez Zeledón.,Tectónico por falla local,"La Piedra, Rivas y San Isidro de Pérez Zeledón.",9.5214,-83.6671
2023-11-01,00:11:00,4.9,21,30 km al suroeste de Uvita,Subducción,"Valle Central, Zona de los Santos, Zona Sur",9.0172,-84.03
2023-10-29,04:57:00,3.7,33,"14 km al Noroeste de Tamarindo, Guanacaste",Tectónico por subducción,"Playa Negra, Playa Grande, Santa Cruz,",10.383,-85.9434
2023-10-29,19:07:00,4.4,29,20 km al Sureste de Quepos,Tectónico por subducción,"Quepos, Jacó Pérez Zeledón, Los Santos, Valle Central",9.2619,-84.1036
2023-10-25,19:56:00,2.2,8,"4 km al Sur de Tejar del Guarco, Cartago",Tectónico por fallamiento local,Aserrí y Cartago,9.8071,-83.9621
2023-10-25,20:13:00,2.3,7,"4 km al Sur de Tejar del Guarco, Cartago",Tectónico por fallamiento local,Aserrí y Cartago,9.8049,-83.9592
2023-10-21,04:45:00,5.4,5,"7 km al Sures de Villa Mils, Cerro de la Muerte",Tectónico en falla local,"San Isidro de Pérez Zeledón, Dominical, Quepos, Valle Central, Turrialba, Guácimo, Guápiles, Cahuita y San Carlos.",9.5217,-83.6499
2023-10-21,06:33:00,4.4,7,7 km Sur Este de Villa Mils,Tectónico por Fallamiento Local,"Pérez Zeledón, Valle Central",9.5111,-83.6671
2023-10-21,06:55:04,3.6,7,7 km Sur Este de Villa Mils,Tectónico por Fallamiento Local,Pérez Zeledón y Valle Central,9.5297,-83.6415
2023-10-21,06:55:23,4.2,10,10 km Sur Este de Villa Mills,Tectónico por Fallamiento Local,Pérez Zeledón y Valle Central,9.488,-83.6583
2023-10-16,01:49:00,2.8,6,1 km Sur Oeste de Aguas Claras de Upala. Barrio la Ceiba.,Fallamiento Local,Aguas Claras,10.8189,-85.1813
2023-10-16,17:26:00,4,16,4.5 Km Noreste de Picagres de Mora,Fallamiento Local,Valle Central,9.9276,-84.3114
2023-10-13,13:24:00,4.3,37,4 Km Sur Este de Fila Naranjo. Coto Brus. Puntarenas,Intraplaca Coco,"Coto Brus, Buenos Aires, Golfito",8.905,-82.9172
2023-09-15,12:11:00,3.5,16,5 km al Suroeste de Orotina,Tectónico por falla local,"Orotina, San Mateo, Esparza y San Ramón",9.8952,-84.5633
2023-09-15,12:12:00,3.8,18,5 km al Suroeste de Orotina,Tectónico por falla local,"Orotina, San Mateo, Esparza, San Ramón. Jacó, Palmares, Barranca, Atenas, Alajuela y Santa Bárbara",9.8923,-84.5616
2023-09-15,12:24:00,3.6,14,5 km al Suroeste de Orotina,Tectónico por falla local,"Orotina, San Mateo, Esparza, San Ramón. Jacó, Palmares, Barranca, Atenas",9.8808,-84.5501
2023-09-05,19:55:00,2.9,6,12 km al noreste de San Isidro de Heredia,Fallamiento local,"San Isidro de Heredia, Moravia, Coronado, Guadalupe, Tibás",10.0366,-83.9451
2023-08-28,22:59:00,5.8,10,110 km al noreste de Ciudad Panamá,Cavalgamiento del bloque de panamá sobre la placa caribe,"Ciudad Panamá, Cocles, Leve en Limón",9.941,-79.0817
2023-08-26,10:13:00,4.1,21,3 km Nor Oeste de. Puerto Pilón. Golfito,Fallamiento Local,"Playa Zancudo, Playa Real y Alto Comte",8.4568,-83.1063
2023-08-20,11:20:00,3.5,21,9 km al Noroeste de Golfito,Deformación interna de la placa del Coco,Golfito y Río Claro,8.689,-83.238
2023-08-17,19:25:22,3.5,13.3,4.3 km hacia el Suroeste de Tres Equis de Turrialba,Fallamiento local,"Turrialba, Guacimo",9.9293,-83.5987
2023-08-15,22:18:00,2.8,6,5 km Este de Alto La Palma. Coronado,Fallamiento Local,"Coronado, Moravia, San Isidro de Heredia",10.0577,-83.9487
2023-08-13,23:52:00,2.5,2.33,6 km hacia el Noreste de San Isidro de Heredia,Fallamiento local,"Coronado, Tres Ríos, Moravia",10.0434,-83.9463
2023-08-11,14:26:12,4.7,19,50 km hacia el Suroeste de Uvita en Puntarenas,Intra placa del Coco,"Heredia, Guadalupe, Barva, Alajuelita",8.9632,-84.1737
2023-08-09,09:39:00,2.9,7,Cercanías de Llano Los Angeles. Cartago,Fallamiento Local,"Jericó de Desamparados, Aserrí y Desamparados",9.7714,-84.036
2023-08-09,13:50:00,3.2,4,10 km al Noreste de San Isidro de Heredia,Fallamiento local,"San José, Heredia y Cartago",10.0505,-83.9393
2023-08-09,13:54:00,3.9,6,10 km al Noreste de San Isidro de Heredia,Fallamiento local,"San José, Heredia y Cartago",10.0444,-83.943
2023-08-09,19:57:00,3.1,6,10 km al Noreste de San Isidro de Heredia,Fallamiento local,"San José, Heredia y Cartago",10.0397,-83.943
2023-08-09,20:02:00,3.2,6,10 km al Noreste de San Isidro de Heredia,Fallamiento local,"San José, Heredia y Cartago",10.0502,-83.9484
2023-08-09,20:06:00,3.3,6,10 km al Noreste de San Isidro de Heredia,Fallamiento local,"San José, Heredia y Cartago",10.0435,-83.9436
2023-08-08,04:07:00,3.2,9,13 km al sureste de Orosi de Cartago,Fallamiento local,"Orosi, Paraiso, La Unión, Oreamuno, Desamparados, San José",9.6796,-83.8144
2023-08-06,17:32:00,5,30,15 km al Noroeste de Punta Burica,Tectónico en la Zona de Fracturas de Panamá,"Punta Burica, Río Claro, Puerto Jiménez, Bahía de Drake, Buenos Aires, Guápiles.",8.1409,-82.9451
2023-08-02,19:25:00,6.2,25,285 km al Sur de Punta Burica,Tectónico en la Zona de Fracturas de Panaá,Zona Sur y Valle Central,5.444,-82.7794
2023-07-23,10:32:51,3.5,2,8.6 km Hacia el Noreste de Angel Arriba de Buenos Aires de Puntarenas.,Fallamiento local,"Pérez Zeledón, Buenos Aires de Puntarenas, Barva de Heredia,",9.3359,-83.4064
2023-07-22,00:15:43,2,2.95,"1.3 km hacia el Sur de Tobosi, Cartago, Patarrá y Aserrí",Fallamiento local,"Cartago, El guarco, Tobosi",9.8242,-83.9874
2023-07-18,18:22:00,6.5,70,"43 km S of Intipucá, El Salvador",Deformacion interna de la placa del Coco,"Peninsula de Nicoya, Norte de Costa Rica",12.814,-88.127
2023-07-11,23:58:00,4,7,1 km al sureste de Ciudad Colón,Fallamiento local,"San José, Heredia, Alajuela y Cartago",9.9059,-84.2354
2023-07-02,15:58:00,4.1,37,19 km Nor Oeste de Uvita. Pacifico Central,Subducción,"Uvita, Dominical y Valle Central,.",9.1503,-83.9283
2023-07-02,19:11:00,3.3,24,3 km sur de San Marcos de Tarrazú,Tectónico por Fallamiento Local,"San José, Alajuela, Cartago",9.6393,-84.0209
2023-07-02,20:58:00,2,9,6 km al Noreste de San Isidro de Heredia,Tectónico en falla local.,San Isidro de Heredia y Concepción de San Rafael.,10.0643,-84.0346
2023-06-28,23:54:00,2.5,6,3 km al Noreste de Vara Blanca,Tectónico en falla local,San Rafael de Vra Blanca y San Pedro de Poás,10.1815,-84.1277
2023-06-22,16:54:00,4.1,32,4 km sur de Sabalos de Golftio,Tectónico por Subducción,Zona Sur,8.4669,-83.087
2023-06-19,02:15:00,4.4,4,13 km al Noreste de Jacó,Tectónico por falla local,"Jacó, Esparza, Orotina, Puntarenas, San Ramón, Valle Central",9.6855,-84.5339
2023-06-19,23:26:00,3.2,6,14 km al Noreste de Jacó,Tectónico por falla local,Herradura y Punta Leona,9.6975,-84.5342
2023-06-14,10:15:00,2.1,8,Piedades de Santa Ana,Fallamiento local,"Belén, San Rafael, Santa Ana, Ciudad Colón, Puriscal",9.924,-84.2143
2023-06-13,23:10:00,3.7,55,12 km al suroeste de San Marcos de Tarrazú,Deformación interna de la Placa de Coco,"Quepos, Puriscal, Acosta, El Guarco, Desamparados, Pavas, Alajuelita, Heredia",9.5536,-84.0713
2023-06-12,10:24:00,2.8,11,9 km Sur Oeste de Ciudad Colón,Fallamiento Local,Brasil de Mora  y Piedades,9.8864,-84.3224
2023-06-12,21:52:00,3.8,25,19 km al Noroeste de Golfito,Tectónico por subducción,"Piedras Blancas, Palmar Sur, Palmar Norte, Golfito, Río Claro, Buenos Aires",8.7323,-83.3296
2023-06-11,02:14:00,1.8,5,5 km al Sureste de Santa Ana,Tectónico por falla local,Escazú y Alajuelita,9.8913,-84.172
2023-06-07,22:26:00,3,9,5 km al Este de La Lucha,Tectónico por falla local,"Tobosi, Cartago, Desamparados, Alajuelita, Escazú, San José, Aserrí, Tres Ríos, Alajuelita.",9.7433,-83.951
2023-05-29,19:08:00,4.2,22,16 km al Sureste de Paquera.,Tectónico por subducción,"Paquera, Tambor, Cóbano, Nicoya, Jacó, Herradura, Esparza, Santa Cruz, Puntarenas y San José.",9.6959,-84.8568
2023-05-23,13:53:00,4.1,17,4 km Nor Oeste de Santa Elena. Monteverde,Fallamiento Local,"Zonas de Puntarenas, Guanacaste, Alajuela y San José",10.3261,-84.8596
2023-05-22,10:36:00,4.5,55,4 km Sur Oeste de Barbacoas de Puriscal,Intraplaca Coco,"Valle Central, Orotina, Jacó, Quepos, Perez Zeledon",9.8451,-84.3785
2023-05-21,19:16:00,3.1,14,4 km al Noroeste de Santa Elena de Monteverde,Tectónico por falla local.,Monteverde y Tilarán,10.3265,-84.8615
2023-05-20,11:13:00,3.5,20,20 km al oeste de Playa Herradura,Subducción,Jacó,9.6306,-84.8505
2023-05-18,14:06:00,3.4,10,1 km al sur de Division de Perez Zeledon,Fallamiento local,"Rivas, Morazán, Jardín de Páramo",9.4964,-83.7071
2023-05-18,15:49:00,3.8,10,1 km al Suroeste de División de Pérez Zeledón.,Tectónico por falla local,"Páramo, División, Rivas, La Piedra y San Isisdro de Pérez Zeledón.",9.4942,-83.7191
2023-05-13,12:14:00,3.3,8,5.5 km al Noreste de San Isidro de Heredia,Tectónico por falla local.,"San Isidro, Barva, San José de la Montaña, Santa Bárbara, San Pablo, San Rafael, Heredia, Santo Domingo, Coronado, San Pedro",10.0642,-84.0337
2023-05-13,14:14:00,2.3,10,5 km al Noreste de San Isidro de Heredia,Tectónico por falla local,San Isidro y San Rafael de Heredia,10.0607,-84.0366
2023-05-12,08:50:00,2.6,6,6 km al Noreste de San Isidro de Heredia,Tectónico por falla local.,"San Isidro, Barva, San José de la Montaña, Heredia y Moravia y Buena Vista de Barva de Heredia",10.0714,-84.0318
2023-05-12,10:49:00,4,18,4 km al sur oeste de Bribri,Choque de Placa Panamá con Placa Caribe,"Puerto Viejo, Chase, Bananito sur",9.5938,-82.8792
2023-05-12,14:42:00,3.8,52,5 km al sur de San Ignacio de Acosta,Deformación interna de placa Coco,"Escazú, Acosta, Guadalupe, Cartago, Moravia, Naranjo",9.7507,-84.1718
2023-05-12,16:18:00,3.6,10,2.5 km al Noreste de Concepción de San Rafael de Heredia.,Tectónico por falla local.,"San Isidro, Barva, San José de la Montaña, Santa Bárbara, San Pablo, Heredia, Santo Domingo, Desamparados de Alajuela, Curridabad, Moravia, San Joaquín, La ribera, San José, San Pedro, Guadalupe",10.0433,-84.0215
